"Total Nacional","Comunidades y Ciudades Autónomas","Grupos de usuarios e importe","periodo","Total"
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2007,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2006,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2005,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2004,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","02 Aragón","Longitud de la red de suministro (km)",2000,".."
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2020,"70.895"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2018,"76.093"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2016,"83.733"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2014,"78.790"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2013,"74.885"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2012,"77.558"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2011,"82.647"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2010,"86.698"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2009,"86.457"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2008,"98.830"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2007,"103.151"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2006,"109.556"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2005,"106.063"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2004,"103.528"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2003,"95.943"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2002,"92.108"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2001,"93.788"
"Total Nacional","03 Asturias, Principado de","Volumen total de agua registrada y distribuida por tipo de usuario",2000,"83.173"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2020,"15.157"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2018,"18.334"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2016,"20.631"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2014,"19.466"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2013,"19.013"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2012,"19.708"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2011,"18.415"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2010,"17.879"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2009,"16.592"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2008,"24.423"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2007,"25.962"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2006,"30.032"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2005,"27.453"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2004,"28.287"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2003,"28.029"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2002,"25.648"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2001,"30.666"
"Total Nacional","03 Asturias, Principado de","- Sectores económicos",2000,"20.908"
"Total Nacional","03 Asturias, Principado de","- Hogares",2020,"50.363"
"Total Nacional","03 Asturias, Principado de","- Hogares",2018,"52.402"
"Total Nacional","03 Asturias, Principado de","- Hogares",2016,"56.898"
"Total Nacional","03 Asturias, Principado de","- Hogares",2014,"51.503"
"Total Nacional","03 Asturias, Principado de","- Hogares",2013,"47.317"
"Total Nacional","03 Asturias, Principado de","- Hogares",2012,"49.974"
"Total Nacional","03 Asturias, Principado de","- Hogares",2011,"58.760"
"Total Nacional","03 Asturias, Principado de","- Hogares",2010,"61.337"
"Total Nacional","03 Asturias, Principado de","- Hogares",2009,"63.915"
"Total Nacional","03 Asturias, Principado de","- Hogares",2008,"68.449"
"Total Nacional","03 Asturias, Principado de","- Hogares",2007,"71.313"
"Total Nacional","03 Asturias, Principado de","- Hogares",2006,"72.450"
"Total Nacional","03 Asturias, Principado de","- Hogares",2005,"70.926"
"Total Nacional","03 Asturias, Principado de","- Hogares",2004,"67.435"
"Total Nacional","03 Asturias, Principado de","- Hogares",2003,"63.320"
"Total Nacional","03 Asturias, Principado de","- Hogares",2002,"62.094"
"Total Nacional","03 Asturias, Principado de","- Hogares",2001,"60.018"
"Total Nacional","03 Asturias, Principado de","- Hogares",2000,"59.276"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2020,"5.375"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2018,"5.357"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2016,"6.204"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2014,"7.821"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2013,"8.555"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2012,"7.876"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2011,"5.472"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2010,"7.482"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2009,"5.950"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2008,"5.958"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2007,"5.876"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2006,"7.074"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2005,"7.684"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2004,"7.806"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2003,"4.594"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2002,"4.366"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2001,"3.104"
"Total Nacional","03 Asturias, Principado de","- Consumos municipales",2000,"2.989"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2020,"47.120"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2018,"48.811"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2016,"56.977"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2014,"47.094"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2013,"51.294"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2012,"52.124"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2011,"50.834"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2010,"48.817"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2009,"50.008"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2008,"52.248"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2007,"52.864"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2006,"50.798"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2005,"49.559"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2004,"49.416"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2003,"39.337"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2002,"35.825"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2001,"33.366"
"Total Nacional","03 Asturias, Principado de","Importe facturado por el agua suministrada",2000,"27.514"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2020,"757"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2018,"7.788"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2016,"6.172"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2014,"3.490"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2013,"3.794"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2012,"3.271"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2011,"3.373"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2010,"2.972"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2009,"6.102"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2008,"5.892"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2007,"9.323"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2006,"10.645"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2005,"6.596"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2004,"11.905"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2003,"5.967"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2002,"6.627"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2001,"12.310"
"Total Nacional","03 Asturias, Principado de","Importe total de la inversión en los servicios de suministro",2000,"6.082"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2020,"8.726"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2018,"8.348"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2016,"8.904"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2014,"8.581"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2013,"9.550"
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2012,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2011,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2010,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2009,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2008,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2007,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2006,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2005,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2004,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","03 Asturias, Principado de","Longitud de la red de suministro (km)",2000,".."
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2020,"82.743"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2018,"87.576"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2016,"94.235"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2014,"85.556"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2013,"84.969"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2012,"81.979"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2011,"74.509"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2010,"73.902"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2009,"81.702"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2008,"88.749"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2007,"86.057"
"Total Nacional","04 Balears, Illes","Volumen total de agua registrada y distribuida por tipo de usuario",2006,"95.743"
